nome_normalizado,ordem_pessoa,estado,diario,data_publicacao,ano,tipo_ato,nome,nome_original_csv,spacy_pessoa,spacy_entidades,cargo,orgao,caderno,fonte_url,arquivo_markdown,arquivo_csv,linha_csv,ato_anterior,data_anterior,cargo_anterior,orgao_anterior,dias_desde_anterior,retorno_apos_exoneracao,data_exoneracao_anterior,cargo_exoneracao_anterior,orgao_exoneracao_anterior,dias_desde_exoneracao,mudou_cargo_desde_exoneracao,mudou_orgao_desde_exoneracao,marco_governo,data_marco_governo,dias_desde_marco_governo
DANIELLE CABRAL MARQUES DA SILVA LAVINAS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-02-26,2025,exoneracao,DANIELLE CABRAL MARQUES DA SILVA LAVINAS,DANIELLE CABRAL MARQUES DA SILVA LAVINAS,sim,DANIELLE CABRAL MARQUES DA SILVA:MISC|Danielle Cabral Marques Da Silva Lavinas:PER,do cargo em comissão de Diretor de Unidade,do Departamento Geral de Ações Socioeducativas - DEGASE,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwUk0wNUVRWGxSVlVWMFRucGpORTlUTURCU1JVVXlURlJvUmxKVVkzUk5lbEY1VDFWSk5GRjZVWGRSVlZKR1RWUmpNMDU2VlhoT2FtdDRUMEU5UFE9PQ==,LAKE\RJ\2025\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-02-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7919,,,,,,nao,,,,,,,,,
DANIELLE CABRAL MARQUES DA SILVA LAVINAS,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-03-27,2025,nomeacao,DANIELLE CABRAL MARQUES DA SILVA LAVINAS,DANIELLE CABRAL MARQUES DA SILVA LAVINAS,sim,DANIELLE CABRAL MARQUES DA SILVA:MISC|Danielle Cabral Marques Da Silva Lavinas:PER,,da Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro - FAETEC,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBSTk1WSlVSWGRPVkVWMFVWUlNSazlUTURCUlZVWkVURlZKZUZKRlRYUk5WRUpEVVRCU1IwMXJTWGRPVkZKR1RWUmpNMDU2VlhoT2FsVXhUbmM5UFE9PQ==,LAKE\RJ\2025\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-03-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7172,exoneracao,2025-02-26,do cargo em comissão de Diretor de Unidade,do Departamento Geral de Ações Socioeducativas - DEGASE,29,sim,2025-02-26,do cargo em comissão de Diretor de Unidade,do Departamento Geral de Ações Socioeducativas - DEGASE,29,nao,sim,,,
DANIELLE DA COSTA CARVALHO MONTEIRO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-11-12,2025,nomeacao,DANIELLE DA COSTA CARVALHO MONTEIRO,DANIELLE DA COSTA CARVALHO MONTEIRO,sim,DANIELLE DA COSTA:MISC|MONTEIRO:ORG|Danielle Da Costa Carvalho Monteiro:PER,para exercer o cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCWmVFNXFhM2xOYWtWMFVWVlJNVkZwTURCT1JFMTNURlJyZDFGVVdYUk9hMDE2VFVSR1JWSnFhelZPUkVwQ1RWUmpNMDU2VlhoTmVsRjZUbWM5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,964,,,,,,nao,,,,,,,,,
DANIELLE DA COSTA CARVALHO MONTEIRO,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-28,2026,exoneracao,DANIELLE DA COSTA CARVALHO MONTEIRO,DANIELLE DA COSTA CARVALHO MONTEIRO,sim,DANIELLE DA COSTA:MISC|MONTEIRO:ORG|Danielle Da Costa Carvalho Monteiro:PER,do cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSYVFrMXJTWGRQUlZsMFVXcGpNRTVwTURCU1ZFVjNURlJzUkU5VVVYUlJlbGt5VDBSS1ExSnFXWHBOYWxWNlRWUmpNMDU2VlhkT2FsbDNUMUU5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,96,nomeacao,2025-11-12,para exercer o cargo em comissão de Assistente II,,167,nao,,,,,,,,,
DANIELLE DE CASTRO BORGES,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-27,2026,exoneracao,DANIELLE DE CASTRO BORGES,DANIELLE DE CASTRO BORGES,sim,DANIELLE DE CASTRO BORGES:MISC|Danielle De Castro Borges:PER,do cargo em comissão de Assistente II,do Instituto Estadual do Ambiente do Rio de Janeiro -INEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSQ1IwMXJXVEZSVkZsMFRqQlpNRkY1TURCT01GVjRURlZKZDAxRVNYUlBSVVYzVDFSRk0wOVViRUpTUkZreFRWUmpNMDU2VlhkT2FtTXdUWGM5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,288,,,,,,nao,,,,,,,,,
DANIELLE DE SOUZA GONCALVES DE CARVALHO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-14,2026,nomeacao,DANIELLE DE SOUZA GONCALVES DE CARVALHO,DANIELLE DE SOUZA GONCALVES DE CARVALHO,sim,DANIELLE DE SOUZA GONCALVES DE CARVALHO:MISC|Danielle De Souza Goncalves De Carvalho:PER,,da Subsecretaria de Gestão Portuária e Atividades Navais,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSQk1GRlZWa1JPUlZsMFRsUkplRTFwTURCU1JFVXdURlJuTUZGVlVYUlNhbGt5VVdwR1ExSlVZM2RTUkVaRlRWUmpNMDU2VlhkT2VrMDFUMEU5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,925,,,,,,nao,,,,,,,,,
DANIELLE DIAS CORREA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-02-04,2025,nomeacao,DANIELLE DIAS CORRÊA,DANIELLE DIAS CORRÊA,sim,DANIELLE DIAS CORRÊA:MISC|Danielle Dias Corrêa:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVhwYVExSlVhelJPVkZGMFRXcFJNMDVETURCUk1Fa3lURlZGTUUxclJYUlNhbWN3VDBSTmVGSnFTWGhQUkd4SFRWUmpNMDU2VlhoT2VrbDNUVkU5UFE9PQ==,LAKE\RJ\2025\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-02-04.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,8619,,,,,,nao,,,,,,,,,
DANIELLE DIAS CORREA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-04,2026,exoneracao,DANIELLE DIAS CORREA,DANIELLE DIAS CORREA,sim,DANIELLE DIAS CORREA:MISC|Danielle Dias Correa:PER,do cargo em comissão de Assessor,da Superintendência de Articulação Institucional e Políticas Transversais,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wT1IwMVVhRUpOUlVsMFVWUnNSazVUTURCUmFscEZURlZGTTA1RVozUlJWR1JGVWtWUk5GSlVhelJSVkZKRlRWUmpNMDU2VlhoTlJGRjZUVUU5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-04.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2530,nomeacao,2025-02-04,,,393,nao,,,,,,,,,
DANIELLE FERREIRA MATTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-01-03,2024,exoneracao,DANIELLE FERREIRA MATTOS,DANIELLE FERREIRA MATTOS,sim,DANIELLE FERREIRA:MISC|Danielle Ferreira Mattos:PER,do cargo em comissão de Assistente,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWSmVVNHdTWGRSTUVsMFRYcFJNazlUTURCUFJWSkdURlZLUlZKcVkzUlNhbWQzVGtWS1JFNVZTa2RSYWxrelRWUmpNMDU2VlRCT2FtZDNUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-01-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,8860,,,,,,nao,,,,,,,,,
DANIELLE FRANCA DE MENEZES VIEIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-09-29,2025,nomeacao,DANIELLE FRANCA DE MENEZES VIEIRA,DANIELLE FRANCA DE MENEZES VIEIRA,sim,DANIELLE FRANCA:MISC|VIEIRA:LOC|Danielle Franca De Menezes Vieira:PER,para exercer o cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wU1JGSnJUWGRTYW10MFRUQk5NazlETURCUmVsWkhURlZGTVUxRVRYUlNSR00wVGxWUk5WRlZXa1ZTYTFwSFRWUmpNMDU2VlhoT1JFVjRUWGM5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-29.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2541,,,,,,nao,,,,,,,,,
DANIELLE FRANCA DE MENEZES VIEIRA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-13,2026,exoneracao,DANIELLE FRANCA DE MENEZES VIEIRA,DANIELLE FRANCA DE MENEZES VIEIRA,sim,DANIELLE FRANCA:MISC|VIEIRA:LOC|Danielle Franca De Menezes Vieira:PER,do cargo em comissão de Assistente II,da Subsecretaria de Gestão Portuária e Atividades Navais,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10Uk5VMUZSVEZTUlZsMFRucEZOVTFUTURCTmFteEhURlJvUlU1clZYUk9SRWt6VFhwb1IwOVZTVEpOUlVsNFRWUmpNMDU2VlhkUFZHZDVUa0U5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2091,nomeacao,2025-09-29,para exercer o cargo em comissão de Assistente II,,165,nao,,,,,,,,,
DANIELLE INACIO COSTA DOS SANTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-28,2025,exoneracao,DANIELLE INACIO COSTA DOS SANTOS,DANIELLE INACIO COSTA DOS SANTOS,sim,DANIELLE INACIO COSTA DOS SANTOS:MISC|Danielle Inacio Costa Dos Santos:PER,do cargo em comissão de Assistente II,da Subsecretaria de Gestão Administrativa,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwVmVVNXJVa1ZSZWtGMFRsUlZOVTE1TURCUk1FbDNURlJuZWswd1JYUk5lbU13VVhwUk0wNTZXa1JTUlZwRVRWUmpNMDU2VlhoT1JGbDNUV2M5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3550,,,,,,nao,,,,,,,,,
DANIELLE INACIO COSTA DOS SANTOS,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-28,2025,nomeacao,DANIELLE INACIO COSTA DOS SANTOS,DANIELLE INACIO COSTA DOS SANTOS,sim,DANIELLE INACIO COSTA DOS SANTOS:MISC|Danielle Inacio Costa Dos Santos:PER,para exercer o cargo em comissão de Assistente II,da Superintendência de Gestão das Regionais Administrativas,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwVmVVNXJVa1ZSZWtGMFRsUlZOVTE1TURCUk1FbDNURlJuZWswd1JYUk5lbU13VVhwUk0wNTZXa1JTUlZwRVRWUmpNMDU2VlhoT1JGbDNUV2M5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3551,exoneracao,2025-08-28,do cargo em comissão de Assistente II,da Subsecretaria de Gestão Administrativa,0,sim,2025-08-28,do cargo em comissão de Assistente II,da Subsecretaria de Gestão Administrativa,0,sim,sim,,,
DANIELLE KATHARINA KRANZL CAPUTO DE SA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-02-07,2024,nomeacao,DANIELLE KATHARINA KRANZL CAPUTO DE SÁ,DANIELLE KATHARINA KRANZL CAPUTO DE SÁ,sim,DANIELLE KATHARINA KRANZL:MISC|Danielle Katharina Kranzl Caputo De Sá:PER,,da Subsecretaria de Estado de Receita,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wb1ExRnFaRUpTVkVGMFRVVk5kMDlETURCTlJFcEZURlJyTWs5RVVYUlBSVVpGVG10Vk1VNUVZM2xTVkd0NlRWUmpNMDU2VlRCT2FtTjRUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-02-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,7868,,,,,,nao,,,,,,,,,
DANIELLE KATHARINA KRANZL CAPUTO DE SA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-02-06,2026,nomeacao,DANIELLE KATHARINA KRANZL CAPUTO DE SA,DANIELLE KATHARINA KRANZL CAPUTO DE SA,sim,DANIELLE KATHARINA KRANZL:MISC|SA:ORG|Danielle Katharina Kranzl Caputo De Sa:PER,para exercer o cargo em comis- são de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSa1FrMVVVa1pTUlZWMFRtdE5NMDVUTURCUlZFcENURlJuTkU5RlZYUlBWRkV5VDFWS1JrNUVZekJOUkVwRFRWUmpNMDU2VlhoTmFrRjVUMEU5UFE9PQ==,LAKE\RJ\2026\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-02-06.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3306,nomeacao,2024-02-07,,da Subsecretaria de Estado de Receita,730,nao,,,,,,,,,
DANIELLE LOUREIRO MOTTA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-11-24,2025,nomeacao,DANIELLE LOUREIRO MOTTA,DANIELLE LOUREIRO MOTTA,sim,DANIELLE LOUREIRO MOTTA:MISC|Danielle Loureiro Motta:PER,para exercer o cargo em comissão de Ajudante I,da Subsecretaria de Gestão Admi- nistrativa,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSUmVrMXFTWHBPYWtGMFVXdE9SVkZUTURCU1ZWWkZURlZKZDFKRVRYUlJNRlY0VDFSWmVsRjZaM2RPYTFFMFRWUmpNMDU2VlhoTmVrMTRUVUU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,739,,,,,,nao,,,,,,,,,
DANIELLE MARINHO DE SOUZA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-11-11,2024,nomeacao,DANIELLE MARINHO DE SOUZA,DANIELLE MARINHO DE SOUZA,sim,DANIELLE MARINHO DE SOUZA:MISC|Danielle Marinho De Souza:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwRk5WSnFTVFZQUkZWMFRWUlplRkpwTURCTmVrRjVURlZLUlZGNlRYUlJWVlV4VGpCSmVsRlVVa1pOZW1zd1RWUmpNMDU2VlhoUFJHTXlUV2M5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,826,,,,,,nao,,,,,,,,,
DANIELLE MOREIRA CASTELO PEREIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-12-19,2024,exoneracao,DANIELLE MOREIRA CASTELO PEREIRA,DANIELLE MOREIRA CASTELO PEREIRA,sim,DANIELLE MOREIRA CASTELO PEREIRA:MISC|Danielle Moreira Castelo Pereira:PER,do cargo em comissão de Assistente III,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSbmQwNUVZekpPUkUxMFVtdE5NMDVwTURCT1ZVNUZURlJuZDA1VVkzUlNSR3hHVFhwYVEwOUVXa2RTVlZGNFRWUmpNMDU2VlhoUFJGa3dUMEU5UFE9PQ==,LAKE\RJ\2024\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-12-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,83,,,,,,nao,,,,,,,,,
DANIELLE MOREIRA CASTELO PEREIRA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-12-19,2024,nomeacao,DANIELLE MOREIRA CASTELO PEREIRA,DANIELLE MOREIRA CASTELO PEREIRA,sim,DANIELLE MOREIRA CASTELO PEREIRA:MISC|Danielle Moreira Castelo Pereira:PER,para exercer o cargo em comissão de Diretor de Divisão,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSbmQwNUVZekpPUkUxMFVtdE5NMDVwTURCT1ZVNUZURlJuZDA1VVkzUlNSR3hHVFhwYVEwOUVXa2RTVlZGNFRWUmpNMDU2VlhoUFJGa3dUMEU5UFE9PQ==,LAKE\RJ\2024\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-12-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,82,exoneracao,2024-12-19,do cargo em comissão de Assistente III,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,0,sim,2024-12-19,do cargo em comissão de Assistente III,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,0,sim,nao,,,
DANIELLE MOREIRA CASTELO PEREIRA,3,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-04-28,2025,exoneracao,DANIELLE MOREIRA CASTELO PEREIRA,DANIELLE MOREIRA CASTELO PEREIRA,sim,DANIELLE MOREIRA CASTELO PEREIRA:MISC|Danielle Moreira Castelo Pereira:PER,do cargo em comissão de Diretor de Divisão,do Departamento de Trânsito do Estado do Rio de Ja- neiro - DETRAN/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFWSk1rMXFXa1pQVkZWMFVtcHJOVTVETURCTmEwMTNURlZKTkU1cVNYUlNhbXQzVWtWTk1GSnFXWHBSTUZFd1RWUmpNMDU2VlhoT2FrbDRUMUU5UFE9PQ==,LAKE\RJ\2025\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-04-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,6518,nomeacao,2024-12-19,para exercer o cargo em comissão de Diretor de Divisão,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,130,nao,,,,,,,,,
DANIELLE MOREIRA NUNES,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-06,2026,nomeacao,DANIELLE MOREIRA NUNES,DANIELLE MOREIRA NUNES,sim,DANIELLE MOREIRA NUNES:MISC|Danielle Moreira Nunes:PER,para exercer o cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1ExRnFXa1JSYWxGMFVYcENRMUY1TURCUFJWbDRURlJvUWs1clRYUlJWVTVGVGxSTk0wNTZSa0pOYWs1R1RWUmpNMDU2VlhoTlJFVTFUVUU5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-06.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2403,,,,,,nao,,,,,,,,,
DANIELLE MOREIRA NUNES,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-06,2026,nomeacao,DANIELLE MOREIRA NUNES,DANIELLE MOREIRA NUNES,sim,DANIELLE MOREIRA NUNES:MISC|Danielle Moreira Nunes:PER,para exercer o cargo em co- missão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSS1ExRnFXa1JSYWxGMFVYcENRMUY1TURCUFJWbDRURlJvUWs1clRYUlJWVTVGVGxSTk0wNTZSa0pOYWs1R1RWUmpNMDU2VlhoTlZHTXpUbmM5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-06.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3029,nomeacao,2026-03-06,para exercer o cargo em comissão de Ajudante I,,0,nao,,,,,,,,,
DANIELLE PEREIRA PAULO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-08-01,2024,nomeacao,DANIELLE PEREIRA PAULO,DANIELLE PEREIRA PAULO,sim,DANIELLE PEREIRA PAULO:MISC|Danielle Pereira Paulo:PER,para exercer o cargo em co￾missão de Coordenador,da Superintendência da Criança e do Adolescente,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxWS1FsSlZXVEpPVkVWMFRWVkpNMDlUTURCUmVrMTNURlJvUjA1RWEzUk9SVWsxVGtSSk1rOUZVWGRTVkZVeFRWUmpNMDU2VlhsTmFrMTNUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-08-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,3271,,,,,,nao,,,,,,,,,
DANIELLE RAMOS MOREIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2023-12-11,2023,nomeacao,DANIELLE RAMOS MOREIRA,DANIELLE RAMOS MOREIRA,sim,DANIELLE RAMOS MOREIRA:MISC|Danielle Ramos Moreira:PER,,da Superintendência de Promoção Institucio￾nal,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSYVJrOVZTVFJPUlZWMFRWVlpNMDFwTURCT2Vra3hURlZKTTA5VWEzUk5SVTEzVFZWV1JsSkVVVFJSZWtrelRWUmpNMDU2VlRCT2FtY3lUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2023\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2023-12-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2023.csv,417,,,,,,nao,,,,,,,,,
DANIELLE RAMOS MOREIRA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-11-03,2025,exoneracao,DANIELLE RAMOS MOREIRA,DANIELLE RAMOS MOREIRA,sim,DANIELLE RAMOS MOREIRA:MISC|Danielle Ramos Moreira:PER,do cargo em comissão de Assistente,da Subsecretaria de Planejamento e Gestão,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVWVmVWSnFhM2xPUkZGMFRsUkNSazVUTURCTlJWVXdURlZKZVUwd1VYUk5NRVV3VGxSWk1VNXFWa1JPUkZVd1RWUmpNMDU2VlhoTmVsVTBUa0U5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1342,nomeacao,2023-12-11,,da Superintendência de Promoção Institucio￾nal,693,nao,,,,,,,,,
DANIELLE REGACO BATISTA GONCALVES,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-01-08,2026,nomeacao,DANIELLE REGACO BATISTA GONCALVES,DANIELLE REGACO BATISTA GONCALVES,sim,DANIELLE REGACO:MISC|BATISTA GONCALVES:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVSTk1rMTZVVE5QUlZGMFRYcHNSMDlUTURCTlZFVjVURlZGTlU1RVkzUlJhMVV3VVRCU1JrOUZVa1pQVkd4SFRWUmpNMDU2VlhoTmFsbDZUV2M5UFE9PQ==,LAKE\RJ\2026\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-01-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,4110,,,,,,nao,,,,,,,,,
DANIELLE REZENDE PEREZ,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-10-14,2025,nomeacao,DANIELLE REZENDE PEREZ,DANIELLE REZENDE PEREZ,sim,DANIELLE REZENDE PEREZ:MISC|Danielle Rezende Perez:PER,da Assessoria de Planejamento e Gestão,do Instituto Estadual de Engenharia e Arquitetura - IEEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwck1rNTZaRUpTUlUxMFQxUm9SVkpwTURCT01GVjVURlJuZVZKcVRYUk9la0pEVWxWU1JrMTZiRVZTVkUxM1RWUmpNMDU2VlhoTmVtY3hUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1848,,,,,,nao,,,,,,,,,
DANIELLE REZENDE PEREZ,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-11-12,2025,exoneracao,DANIELLE REZENDE PEREZ,DANIELLE REZENDE PEREZ,sim,DANIELLE REZENDE PEREZ:MISC|Danielle Rezende Perez:PER,da Assessoria de Planejamento e Gestão,do Instituto Estadual de Engenharia e Ar- quitetura - IEEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCWmVFNXFhM2xOYWtWMFVWVlJNVkZwTURCT1JFMTNURlJyZDFGVVdYUk9hMDE2VFVSR1JWSnFhelZPUkVwQ1RWUmpNMDU2VlhoTmVsRjZUbWM5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,989,nomeacao,2025-10-14,da Assessoria de Planejamento e Gestão,do Instituto Estadual de Engenharia e Arquitetura - IEEA,29,nao,,,,,,,,,
