nome_normalizado,nome_exemplo,total_atos,total_nomeacoes,total_exoneracoes,total_retornos_apos_exoneracao,primeira_data,ultima_data,cargos_distintos,orgaos_distintos,teve_nomeacao_e_exoneracao,teve_retorno_apos_exoneracao
CLAUDIA EDNA DE ARAUJO RIBEIRO NETTO,CLAUDIA EDNA DE ARAUJO RIBEIRO NETTO,5,2,3,2,2021-07-06,2023-05-08,2,3,sim,sim
CLAUDIA EUNICE DE OLIVEIRA LOPES,CLAUDIA EUNICE DE OLIVEIRA LOPES,1,1,0,0,2022-07-11,2022-07-11,1,1,nao,nao
CLAUDIA FERNANDA VANALLI MARQUES,CLAUDIA FERNANDA VANALLI MARQUES,3,1,2,1,2020-11-09,2021-01-08,1,2,sim,sim
CLAUDIA FERREIRA DE MENEZES DIAS,CLÁUDIA FERREIRA DE MENEZES DIAS,1,0,1,0,2021-11-18,2021-11-18,1,0,nao,nao
CLAUDIA FERREIRA DE MENEZES DIAS COM VALIDADE,CLÁUDIA FERREIRA DE MENEZES DIAS COM VALIDADE,1,1,0,0,2021-10-07,2021-10-07,0,0,nao,nao
CLAUDIA FIGUEIREDO CORTEZ DE OLIVEIRA,CLAUDIA FIGUEIREDO CORTEZ DE OLIVEIRA,1,0,1,0,2020-12-03,2020-12-03,1,1,nao,nao
CLAUDIA GEORGIA DA SILVA MACHADO,CLAUDIA GEORGIA DA SILVA MACHADO,1,1,0,0,2022-01-12,2022-01-12,1,0,nao,nao
CLAUDIA GOMES FERNANDES,CLAUDIA GOMES FERNANDES,1,0,1,0,2026-03-05,2026-03-05,1,1,nao,nao
CLAUDIA GOMES MESQUITA,CLAUDIA GOMES MESQUITA,1,0,1,0,2022-02-09,2022-02-09,1,0,nao,nao
CLAUDIA GONZAGA DE SOUZA,CLAUDIA GONZAGA DE SOUZA,1,0,1,0,2021-03-11,2021-03-11,1,1,nao,nao
CLAUDIA GUIMARAES,CLÁUDIA GUIMARÃES,3,2,1,0,2024-10-21,2026-03-12,3,3,sim,nao
CLAUDIA JESSULA DELGADO,CLAUDIA JESSULA DELGADO,1,0,1,0,2025-05-28,2025-05-28,1,1,nao,nao
CLAUDIA LOPES DA CUNHA,CLAUDIA LOPES DA CUNHA,2,1,1,1,2020-12-23,2020-12-23,1,1,sim,sim
CLAUDIA LOUREIRO ARGENTO,CLÁUDIA LOUREIRO ARGENTO,4,1,3,1,2021-01-15,2021-11-30,4,2,sim,sim
CLAUDIA MANAISE PEREIRA,CLAUDIA MANAISE PEREIRA,1,1,0,0,2021-11-03,2021-11-03,1,1,nao,nao
CLAUDIA MARCHESANO DINIZ,CLAUDIA MARCHESANO DINIZ,3,2,1,0,2021-03-17,2025-10-10,2,1,sim,nao
CLAUDIA MARCIA,CLÁUDIA MÁRCIA,1,1,0,0,2021-04-07,2021-04-07,1,0,nao,nao
CLAUDIA MARCIA DE ALMEIDA ALVES,CLAUDIA MARCIA DE ALMEIDA ALVES,4,2,2,1,2023-05-30,2026-04-15,3,2,sim,sim
CLAUDIA MARCIA DOS ANJOS MACHADO,CLAUDIA MARCIA DOS ANJOS MACHADO,10,5,5,4,2020-10-22,2025-02-21,4,4,sim,sim
CLAUDIA MARIA BRAGA DE MELLO,CLAUDIA MARIA BRAGA DE MELLO,5,2,3,2,2021-05-11,2026-04-28,3,3,sim,sim
CLAUDIA MARIA DA COSTA,CLAUDIA MARIA DA COSTA,1,1,0,0,2024-01-03,2024-01-03,0,1,nao,nao
CLAUDIA MARIA DE FREITAS ARAGAO,CLÁUDIA MARIA DE FREITAS ARAGÃO,2,1,1,0,2024-10-25,2025-01-08,2,0,sim,nao
CLAUDIA MARIA DOS SANTOS CARDOSO,CLÁUDIA MARIA DOS SANTOS CARDOSO,1,0,1,0,2020-11-24,2020-11-24,1,1,nao,nao
CLAUDIA MARIA DOS SANTOS RIBEIRO,CLAUDIA MARIA DOS SANTOS RIBEIRO,3,2,1,1,2022-12-02,2022-12-15,1,1,sim,sim
CLAUDIA MARIA LOUZADA CAMPOS,CLAUDIA MARIA LOUZADA CAMPOS,1,0,1,0,2021-08-06,2021-08-06,1,1,nao,nao
CLAUDIA MARIA MACHADO FRANCA,CLAUDIA MARIA MACHADO FRANÇA,1,0,1,0,2021-01-19,2021-01-19,1,1,nao,nao
CLAUDIA MARIA NUNES SALES,CLÁUDIA MARIA NUNES SALES,1,1,0,0,2021-06-28,2021-06-28,0,0,nao,nao
CLAUDIA MARIA RABELLO CARDOSO PIRES DE FARIA,CLAUDIA MARIA RABELLO CARDOSO PIRES DE FARIA,1,0,1,0,2020-12-02,2020-12-02,1,0,nao,nao
CLAUDIA MARIA ROSA DA SILVA,CLÁUDIA MARIA ROSA DA SILVA,1,1,0,0,2025-10-08,2025-10-08,0,0,nao,nao
CLAUDIA MARIA SANTANNA MARTINS,CLAUDIA MARIA SANTANNA MARTINS,1,0,1,0,2021-03-18,2021-03-18,1,1,nao,nao
CLAUDIA MARISE PEREIRA DA SILVA,CLÁUDIA MARISE PEREIRA DA SILVA,1,0,1,0,2021-12-14,2021-12-14,1,1,nao,nao
CLAUDIA MELLO DA SILVA,CLAUDIA MELLO DA SILVA,1,0,1,0,2022-09-05,2022-09-05,1,1,nao,nao
CLAUDIA MELLO GABRIEL,CLÁUDIA MELLO GABRIEL,1,1,0,0,2023-10-30,2023-10-30,0,1,nao,nao
CLAUDIA MOREIRA EBERT DE OLIVEIRA,CLÁUDIA MOREIRA EBERT DE OLIVEIRA,1,1,0,0,2024-02-21,2024-02-21,0,0,nao,nao
CLAUDIA MOTTA AZEDO,CLAUDIA MOTTA AZEDO,4,2,2,2,2021-06-17,2022-06-06,2,2,sim,sim
CLAUDIA NAZARE DE SOUZA,CLAUDIA NAZARÉ DE SOUZA,1,1,0,0,2021-12-28,2021-12-28,0,0,nao,nao
CLAUDIA NERES DE CARVALHO,CLAUDIA NERES DE CARVALHO,1,0,1,0,2020-11-16,2020-11-16,1,1,nao,nao
CLAUDIA NUNES BITTENCOURT,CLAUDIA NUNES BITTENCOURT,1,1,0,0,2026-03-19,2026-03-19,0,1,nao,nao
CLAUDIA NUNES MATTOS,CLAUDIA NUNES MATTOS,3,2,1,1,2020-11-04,2023-04-19,1,1,sim,sim
CLAUDIA OLIVEIRA CARNEIRO MENEZES,CLAUDIA OLIVEIRA CARNEIRO MENEZES,2,1,1,1,2023-01-10,2024-01-12,1,1,sim,sim
CLAUDIA OLSIESKI DA CRUZ,CLAUDIA OLSIESKI DA CRUZ,2,1,1,0,2024-04-01,2026-04-15,2,1,sim,nao
CLAUDIA PACHECO LEAO,CLAUDIA PACHECO LEÃO,1,0,1,0,2021-03-03,2021-03-03,1,1,nao,nao
CLAUDIA PAMPLONA DA SILVA,CLAUDIA PAMPLONA DA SILVA,2,1,1,0,2024-08-01,2025-06-27,2,0,sim,nao
CLAUDIA PAMPOLINI,CLAUDIA PAMPOLINI,1,0,1,0,2023-03-22,2023-03-22,1,1,nao,nao
CLAUDIA PECANHA CORREA,CLAÚDIA PEÇANHA CORRÊA,1,1,0,0,2022-01-06,2022-01-06,0,1,nao,nao
CLAUDIA PEIXOTO OLIVEIRA,CLAUDIA PEIXOTO OLIVEIRA,2,1,1,0,2024-08-08,2025-01-06,2,0,sim,nao
CLAUDIA PEREIRA,CLAUDIA PEREIRA,1,1,0,0,2021-03-15,2021-03-15,1,0,nao,nao
CLAUDIA PRISCILA RIBEIRO DA SILVA,CLAUDIA PRISCILA RIBEIRO DA SILVA,3,2,1,1,2023-05-12,2023-12-14,2,1,sim,sim
CLAUDIA RAMOS DE OLIVEIRA,CLAUDIA RAMOS DE OLIVEIRA,2,1,1,0,2023-06-23,2024-05-28,1,0,sim,nao
CLAUDIA RAMOS MACHADO,CLAUDIA RAMOS MACHADO,1,0,1,0,2023-01-24,2023-01-24,1,0,nao,nao
CLAUDIA REGINA ASSUNCAO DE CARVALHO,CLAUDIA REGINA ASSUNÇÃO DE CARVALHO,1,0,1,0,2021-02-22,2021-02-22,1,0,nao,nao
CLAUDIA REGINA DA GRACA CASTRO,CLAUDIA REGINA DA GRAÇA CASTRO,1,1,0,0,2023-03-20,2023-03-20,1,1,nao,nao
CLAUDIA REGINA DE OLIVEIRA,CLAUDIA REGINA DE OLIVEIRA,2,1,1,0,2023-12-15,2025-05-20,2,1,sim,nao
CLAUDIA REGINA DURAES,CLAUDIA REGINA DURÃES,1,1,0,0,2023-02-28,2023-02-28,0,0,nao,nao
CLAUDIA REGINA DURAES DA SILVA,CLAUDIA REGINA DURÃES DA SILVA,2,1,1,0,2025-06-09,2025-12-19,2,0,sim,nao
CLAUDIA REGINA LOPES DOS SANTOS,CLAUDIA REGINA LOPES DOS SANTOS,3,1,2,1,2021-03-25,2023-06-22,2,1,sim,sim
CLAUDIA REGINA SOARES FERREIRA,CLAUDIA REGINA SOARES FERREIRA,1,0,1,0,2021-07-29,2021-07-29,1,1,nao,nao
CLAUDIA REGINA TEIXEIRA,CLAUDIA REGINA TEIXEIRA,1,0,1,0,2023-10-02,2023-10-02,1,1,nao,nao
CLAUDIA REGINA VARGAS DA SILVA,CLAUDIA REGINA VARGAS DA SILVA,1,0,1,0,2021-03-17,2021-03-17,1,0,nao,nao
CLAUDIA RIBEIRO DE SOUZA,CLAUDIA RIBEIRO DE SOUZA,2,1,1,0,2023-06-13,2023-11-01,1,1,sim,nao
CLAUDIA RIBEIRO PIRES,CLAUDIA RIBEIRO PIRES,2,1,1,0,2022-07-01,2025-11-04,1,1,sim,nao
CLAUDIA ROSA CEZARIO,CLAUDIA ROSA CEZÁRIO,1,1,0,0,2021-12-07,2021-12-07,1,0,nao,nao
CLAUDIA SAAD FERREIRA,CLAUDIA SAAD FERREIRA,1,0,1,0,2021-03-16,2021-03-16,1,1,nao,nao
CLAUDIA SANTIAGO MARQUES,CLAUDIA SANTIAGO MARQUES,1,1,0,0,2021-08-31,2021-08-31,1,0,nao,nao
CLAUDIA SIMOES CARVALHO,CLAUDIA SIMÕES CARVALHO,7,5,2,2,2023-06-15,2024-10-02,5,2,sim,sim
CLAUDIA SOARES PEREIRA DANCOUR,CLAUDIA SOARES PEREIRA DANCOUR,1,0,1,0,2021-07-21,2021-07-21,1,0,nao,nao
CLAUDIA SOUZA DA SILVA,CLAUDIA SOUZA DA SILVA,1,0,1,0,2021-07-30,2021-07-30,1,1,nao,nao
CLAUDIA TANABE SCOTELARO ALVES,CLAUDIA TANABE SCOTELARO ALVES,4,3,1,2,2020-11-26,2026-01-02,2,1,sim,sim
CLAUDIA TENORIO BARBOSA,CLÁUDIA TENÓRIO BARBOSA,1,1,0,0,2021-06-02,2021-06-02,1,0,nao,nao
CLAUDIA TORRES SANTORO,CLAUDIA TORRES SANTORO,10,5,5,5,2020-10-09,2025-01-03,5,2,sim,sim
CLAUDIA VAL DOS SANTOS,CLAUDIA VAL DOS SANTOS,1,1,0,0,2026-03-09,2026-03-09,0,1,nao,nao
CLAUDIA VALERIA MARTINS DA SILVA,CLAUDIA VALÉRIA MARTINS DA SILVA,2,1,1,0,2024-12-10,2025-03-06,2,1,sim,nao
CLAUDIA VALERIA RAIBOLT FELIX DOS SANTOS,CLAUDIA VALERIA RAIBOLT FELIX DOS SANTOS,1,1,0,0,2024-06-07,2024-06-07,1,1,nao,nao
CLAUDIA VICENTE BRANDAO VIANA,CLAUDIA VICENTE BRANDÃO VIANA,1,0,1,0,2021-11-24,2021-11-24,1,1,nao,nao
CLAUDIAMARA FERRAZ PLOUVIER,CLAUDIAMARA FERRAZ PLOUVIER,1,0,1,0,2022-08-03,2022-08-03,1,1,nao,nao
CLAUDIANE GOMES DE ALMEIDA TEIXEIRA,CLAUDIANE GOMES DE ALMEIDA TEIXEIRA,2,1,1,0,2024-03-08,2025-03-12,1,0,sim,nao
CLAUDINE FERREIRA DE SOUZA JUNIOR,CLAUDINE FERREIRA DE SOUZA JUNIOR,1,1,0,0,2022-03-17,2022-03-17,0,0,nao,nao
CLAUDINEA SILVA DE OLIVEIRA,CLAUDINEA SILVA DE OLIVEIRA,2,1,1,0,2024-11-11,2025-11-19,2,0,sim,nao
CLAUDINEI BESSA CHAGAS,CLAUDINEI BESSA CHAGAS,1,1,0,0,2024-11-05,2024-11-05,1,0,nao,nao
CLAUDINEIA BELEM DE ASSIS CONDE,CLAUDINEIA BELEM DE ASSIS CONDE,1,0,1,0,2026-04-17,2026-04-17,1,1,nao,nao
CLAUDINO VICTOR DO ESPIRITO SANTO,CLAUDINO VICTOR DO ESPÍRITO SANTO,1,0,1,0,2024-01-02,2024-01-02,1,1,nao,nao
CLAUDIO AFFONSO DE ANDRADE,CLAUDIO AFFONSO DE ANDRADE,1,1,0,0,2024-02-29,2024-02-29,1,1,nao,nao
CLAUDIO ALMEIDA DA SILVEIRA,CLAUDIO ALMEIDA DA SILVEIRA,1,1,0,0,2026-02-23,2026-02-23,1,0,nao,nao
CLAUDIO ANTONIO EUSEBIO CALABACA,CLAUDIO ANTONIO EUSÉBIO CALABAÇA,1,1,0,0,2023-08-15,2023-08-15,0,1,nao,nao
CLAUDIO ANTONIO LINS DE ALMEIDA,CLAUDIO ANTÔNIO LINS DE ALMEIDA,2,1,1,1,2024-04-26,2024-04-26,1,1,sim,sim
CLAUDIO ANTONIO QUARESMA DE MENEZES,CLAUDIO ANTONIO QUARESMA DE MENEZES,4,2,2,1,2023-05-23,2026-04-13,3,2,sim,sim
CLAUDIO AYRES DA SILVA FILHO,CLAUDIO AYRES DA SILVA FILHO,1,0,1,0,2023-06-12,2023-06-12,1,1,nao,nao
CLAUDIO BARBOSA DA SILVA,CLÁUDIO BARBOSA DA SILVA,2,2,0,0,2025-09-08,2025-10-08,1,1,nao,nao
CLAUDIO BRAGA DE MELLO,CLÁUDIO BRAGA DE MELLO,5,4,1,0,2021-02-25,2026-04-28,3,0,sim,nao
CLAUDIO CABRAL DOS SANTOS,CLAUDIO CABRAL DOS SANTOS,4,2,2,1,2024-04-18,2026-03-16,2,2,sim,sim
CLAUDIO CARDOSO PAURA,CLAUDIO CARDOSO PAURA,1,1,0,0,2021-07-07,2021-07-07,1,0,nao,nao
CLAUDIO CESAR CARNEIRO,CLAUDIO CESAR CARNEIRO,1,1,0,0,2021-07-28,2021-07-28,1,1,nao,nao
CLAUDIO CESAR KUHNERT FILHO,CLAUDIO CESAR KUHNERT FILHO,5,2,3,2,2021-07-22,2024-03-05,3,3,sim,sim
CLAUDIO CHIGIO TSUTSUGI,CLAUDIO CHIGIO TSUTSUGI,2,1,1,0,2021-03-11,2024-04-05,2,1,sim,nao
CLAUDIO COELHO DOS SANTOS,CLAUDIO COELHO DOS SANTOS,1,1,0,0,2022-06-28,2022-06-28,1,1,nao,nao
CLAUDIO COELHO VIANA,CLAUDIO COELHO VIANA,1,0,1,0,2022-04-11,2022-04-11,1,0,nao,nao
CLAUDIO COSTA DE OLIVEIRA,CLAUDIO COSTA DE OLIVEIRA,1,0,1,0,2023-10-17,2023-10-17,1,1,nao,nao
CLAUDIO DA SILVA BARCELLOS,CLAUDIO DA SILVA BARCELLOS,5,2,3,2,2024-04-09,2025-07-28,3,2,sim,sim
CLAUDIO DA SILVA FIGUEIREDO,CLAUDIO DA SILVA FIGUEIREDO,1,1,0,0,2024-01-09,2024-01-09,1,1,nao,nao
CLAUDIO DA SILVA RIBEIRO,CLAUDIO DA SILVA RIBEIRO,2,1,1,0,2022-05-19,2023-08-04,2,1,sim,nao
CLAUDIO DANTAS RANGEL,CLAUDIO DANTAS RANGEL,2,1,1,0,2025-07-17,2026-04-30,2,0,sim,nao
CLAUDIO DE ALMEIDA,CLAUDIO DE ALMEIDA,1,0,1,0,2020-12-15,2020-12-15,1,1,nao,nao
CLAUDIO DE ARAUJO MELO,CLAUDIO DE ARAUJO MELO,1,1,0,0,2023-08-04,2023-08-04,0,1,nao,nao
CLAUDIO DE BESSA HALICKI,CLÁUDIO DE BESSA HALICKI,2,1,1,0,2021-10-05,2024-05-06,1,2,sim,nao
CLAUDIO DE BRITO CESAR,CLAUDIO DE BRITO CESAR,2,1,1,0,2025-05-23,2025-10-02,2,0,sim,nao
CLAUDIO DE CASTRO RIZZO,CLAUDIO DE CASTRO RIZZO,1,1,0,0,2025-12-23,2025-12-23,0,0,nao,nao
CLAUDIO DE FREITAS,CLAUDIO DE FREITAS,1,1,0,0,2023-09-05,2023-09-05,0,1,nao,nao
CLAUDIO DE LIMA PEREIRA,CLAUDIO DE LIMA PEREIRA,1,1,0,0,2026-02-19,2026-02-19,1,0,nao,nao
CLAUDIO DE SENNA MAIA,CLAUDIO DE SENNA MAIA,1,1,0,0,2020-12-02,2020-12-02,1,1,nao,nao
CLAUDIO DE SOUZA PINTO,CLÁUDIO DE SOUZA PINTO,1,1,0,0,2020-12-15,2020-12-15,1,0,nao,nao
CLAUDIO DE SOUZA QUARESMA,CLÁUDIO DE SOUZA QUARESMA,2,1,1,0,2025-02-11,2026-04-17,2,0,sim,nao
CLAUDIO DOS SANTOS,CLAUDIO DOS SANTOS,4,2,2,1,2024-06-26,2025-07-02,2,1,sim,sim
CLAUDIO DOS SANTOS MARTINS,CLAUDIO DOS SANTOS MARTINS,1,1,0,0,2025-08-26,2025-08-26,0,1,nao,nao
CLAUDIO DOS SANTOS VEIGA,CLAUDIO DOS SANTOS VEIGA,1,0,1,0,2021-04-06,2021-04-06,1,1,nao,nao
CLAUDIO DUARTE GARCIA,CLAUDIO DUARTE GARCIA,2,1,1,1,2021-07-29,2025-10-21,1,2,sim,sim
CLAUDIO EDUARDO LOPES DE OLIVEIRA,CLÁUDIO EDUARDO LOPES DE OLIVEIRA,1,1,0,0,2022-10-25,2022-10-25,0,0,nao,nao
CLAUDIO EDUARDO LOPES DE OLIVEIRA TEN CEL PM,CLÁUDIO EDUARDO LOPES DE OLIVEIRA TEN CEL PM,1,1,0,0,2021-10-19,2021-10-19,1,0,nao,nao
CLAUDIO ELIAS DA SILVA,CLAUDIO ELIAS DA SILVA,1,1,0,0,2021-01-29,2021-01-29,0,1,nao,nao
CLAUDIO FELIX DE REZENDE,CLAUDIO FELIX DE REZENDE,3,1,2,1,2020-10-09,2024-02-02,2,1,sim,sim
CLAUDIO FERREIRA DOS SANTOS,CLAUDIO FERREIRA DOS SANTOS,3,2,1,0,2023-08-02,2026-03-13,2,3,sim,nao
CLAUDIO FONSECA DE BRITO,CLAUDIO FONSECA DE BRITO,1,0,1,0,2020-11-03,2020-11-03,1,1,nao,nao
CLAUDIO FRANCA MARINHO,CLÁUDIO FRANÇA MARINHO,2,1,1,0,2021-09-10,2023-05-05,1,1,sim,nao
CLAUDIO FREITAS ARTILES,CLAUDIO FREITAS ARTILES,2,1,1,0,2021-06-28,2021-11-18,2,1,sim,nao
CLAUDIO FURTADO COSENTINO,CLAUDIO FURTADO COSENTINO,1,0,1,0,2021-06-17,2021-06-17,1,1,nao,nao
CLAUDIO GEDEAO MARTINS,CLAUDIO GEDEAO MARTINS,2,1,1,0,2021-10-06,2023-09-05,1,0,sim,nao
CLAUDIO GERALDO AVELAR DE ARAUJO,CLÁUDIO GERALDO AVELAR DE ARAÚJO,1,0,1,0,2021-11-22,2021-11-22,1,1,nao,nao
CLAUDIO GERALDO DOS SANTOS,CLAUDIO GERALDO DOS SANTOS,1,1,0,0,2021-08-02,2021-08-02,0,1,nao,nao
CLAUDIO GOMES DE BRITO,CLAUDIO GOMES DE BRITO,1,1,0,0,2022-03-15,2022-03-15,0,1,nao,nao
CLAUDIO GUIMARAES TEIXEIRA,CLAUDIO GUIMARÃES TEIXEIRA,2,1,1,0,2025-08-07,2026-01-12,2,2,sim,nao
CLAUDIO HENDERSON DANTAS PEIXOTO,CLÁUDIO HENDERSON DANTAS PEIXOTO,3,1,2,1,2021-10-27,2022-11-03,2,2,sim,sim
CLAUDIO HENRIQUE CRUZ DOS SANTOS,CLÁUDIO HENRIQUE CRUZ DOS SANTOS,1,1,0,0,2023-10-11,2023-10-11,0,1,nao,nao
CLAUDIO HENRIQUE DE MORAES LADEIRA JUNIOR,CLÁUDIO HENRIQUE DE MORAES LADEIRA JÚNIOR,2,1,1,0,2026-02-19,2026-04-17,1,0,sim,nao
CLAUDIO HENRIQUE DOS SANTOS,CLÁUDIO HENRIQUE DOS SANTOS,1,1,0,0,2022-05-31,2022-05-31,0,0,nao,nao
CLAUDIO HENRIQUE MIGUEZ DE OLIVEIRA,CLAUDIO HENRIQUE MIGUEZ DE OLIVEIRA,2,1,1,1,2025-03-12,2025-03-12,1,1,sim,sim
CLAUDIO HENRIQUE REIS CABRAL,CLAUDIO HENRIQUE REIS CABRAL,1,1,0,0,2025-08-21,2025-08-21,0,1,nao,nao
CLAUDIO HENRIQUE REIS PESSANHA,CLÁUDIO HENRIQUE REIS PESSANHA,1,1,0,0,2023-11-30,2023-11-30,0,1,nao,nao
CLAUDIO IDALINO DE ALEXANDRINO,CLAUDIO IDALINO DE ALEXANDRINO,2,1,1,0,2020-10-15,2021-07-21,1,0,sim,nao
CLAUDIO INACIO ALVES DE LIMA,CLAUDIO INACIO ALVES DE LIMA,1,0,1,0,2021-07-06,2021-07-06,1,1,nao,nao
CLAUDIO JOAQUIM DOS SANTOS BRAGA,CLAUDIO JOAQUIM DOS SANTOS BRAGA,2,1,1,0,2020-12-10,2021-01-15,1,1,sim,nao
CLAUDIO JOSE ASCENCAO DE ANDRADE,CLÁUDIO JOSÉ ASCENÇÃO DE ANDRADE,4,2,2,2,2024-04-19,2025-05-06,3,1,sim,sim
CLAUDIO JOSE DA SILVA MENEZES,CLAUDIO JOSE DA SILVA MENEZES,1,0,1,0,2020-11-25,2020-11-25,1,1,nao,nao
CLAUDIO JOSE DOS SANTOS,CLAUDIO JOSE DOS SANTOS,1,1,0,0,2023-08-03,2023-08-03,0,1,nao,nao
CLAUDIO LIMA FREIRE,CLÁUDIO LIMA FREIRE,2,1,1,0,2021-06-08,2026-04-20,1,0,sim,nao
CLAUDIO LOPES ALBINO,CLAUDIO LOPES ALBINO,1,1,0,0,2022-08-05,2022-08-05,0,1,nao,nao
CLAUDIO LUCAS RAMOS ACOSTA,CLAUDIO LUCAS RAMOS ACOSTA,2,1,1,0,2022-01-05,2026-04-22,1,2,sim,nao
CLAUDIO LUIS GASPAR,CLAUDIO LUIS GASPAR,1,1,0,0,2025-09-05,2025-09-05,1,1,nao,nao
CLAUDIO LUIZ TORRES DE SOUZA,CLAUDIO LUIZ TORRES DE SOUZA,2,2,0,0,2022-05-26,2023-12-11,0,0,nao,nao
CLAUDIO MACENA DE SANTANA,CLAUDIO MACENA DE SANTANA,1,1,0,0,2025-10-13,2025-10-13,0,0,nao,nao
CLAUDIO MARCIO DANTAS PEREIRA,CLÁUDIO MARCIO DANTAS PEREIRA,3,2,1,0,2021-01-11,2023-07-06,2,0,sim,nao
CLAUDIO MARCIO SOARES GALHANO,CLAUDIO MARCIO SOARES GALHANO,4,2,2,1,2020-12-18,2025-09-23,4,1,sim,sim
CLAUDIO MARCIO TAVARES DA SILVA,CLÁUDIO MÁRCIO TAVARES DA SILVA,1,1,0,0,2021-01-22,2021-01-22,1,1,nao,nao
CLAUDIO MARMOROSCH,CLÁUDIO MARMOROSCH,1,0,1,0,2023-08-16,2023-08-16,1,1,nao,nao
CLAUDIO MARQUES NUNES,CLAUDIO MARQUES NUNES,2,1,1,1,2021-06-21,2023-02-07,1,0,sim,sim
CLAUDIO MARTIRE LOPES,CLAUDIO MARTIRE LOPES,3,1,2,0,2022-09-21,2023-10-05,2,3,sim,nao
CLAUDIO MAURICIO DE SOUZA,CLAUDIO MAURICIO DE SOUZA,3,2,1,1,2025-07-03,2025-11-28,2,2,sim,sim
CLAUDIO MOISES LOURENCO DA SILVA,CLAUDIO MOISES LOURENÇO DA SILVA,1,1,0,0,2023-11-14,2023-11-14,0,1,nao,nao
CLAUDIO MONTEIRO DE ARAUJO JUNIOR,CLAUDIO MONTEIRO DE ARAÚJO JÚNIOR,2,1,1,1,2020-11-27,2025-12-08,2,1,sim,sim
CLAUDIO NASCIMENTO DE SOUZA,CLAUDIO NASCIMENTO DE SOUZA,1,0,1,0,2021-10-18,2021-10-18,1,0,nao,nao
CLAUDIO NASCIMENTO PAZETE,CLAUDIO NASCIMENTO PAZETE,1,0,1,0,2024-05-17,2024-05-17,1,0,nao,nao
CLAUDIO NASCIMENTO SILVA,CLAUDIO NASCIMENTO SILVA,1,1,0,0,2025-08-13,2025-08-13,1,0,nao,nao
CLAUDIO NEDER CAMPOS CURY,CLAUDIO NEDER CAMPOS CURY,1,1,0,0,2022-03-22,2022-03-22,0,0,nao,nao
CLAUDIO NEY CORREA BORGES,CLAUDIO NEY CORREA BORGES,2,1,1,1,2025-09-12,2025-09-12,2,0,sim,sim
CLAUDIO NOGUEIRA ANDRADE FILHO,CLÁUDIO NOGUEIRA ANDRADE FILHO,2,1,1,0,2021-01-05,2024-04-02,1,1,sim,nao
CLAUDIO NOGUEIRA VIGNOLI,CLÁUDIO NOGUEIRA VIGNOLI,1,1,0,0,2025-08-15,2025-08-15,0,1,nao,nao
CLAUDIO PACHECO PINTO,CLAUDIO PACHECO PINTO,1,0,1,0,2021-11-12,2021-11-12,1,1,nao,nao
CLAUDIO PAIVA DE ALBUQUERQUE,CLAUDIO PAIVA DE ALBUQUERQUE,1,1,0,0,2023-06-13,2023-06-13,0,0,nao,nao
CLAUDIO PAIVA DOS SANTOS,CLAUDIO PAIVA DOS SANTOS,1,1,0,0,2024-05-06,2024-05-06,0,1,nao,nao
CLAUDIO PAULINO DE OLIVEIRA,CLÁUDIO PAULINO DE OLIVEIRA,1,0,1,0,2022-08-02,2022-08-02,1,1,nao,nao
CLAUDIO PORCIUNCULA DE MORAES,CLAUDIO PORCIUNCULA DE MORAES,1,0,1,0,2021-03-16,2021-03-16,1,1,nao,nao
CLAUDIO PRADO DE MELLO,CLAUDIO PRADO DE MELLO,1,0,1,0,2021-01-21,2021-01-21,1,1,nao,nao
CLAUDIO RAMOS DE JESUS,CLAUDIO RAMOS DE JESUS,1,1,0,0,2025-02-18,2025-02-18,0,0,nao,nao
CLAUDIO RENATO DE LIMA DIAS,CLAUDIO RENATO DE LIMA DIAS,4,3,1,0,2022-04-25,2024-12-05,2,1,sim,nao
CLAUDIO RENATO SILVA CARVALHO,CLAUDIO RENATO SILVA CARVALHO,2,1,1,0,2024-07-05,2025-02-26,1,0,sim,nao
CLAUDIO RIBEIRO TEIXEIRA,CLAUDIO RIBEIRO TEIXEIRA,5,3,2,2,2021-06-02,2025-04-29,2,3,sim,sim
CLAUDIO ROBERTO DE OLIVEIRA PINTO,CLAUDIO ROBERTO DE OLIVEIRA PINTO,2,0,2,0,2021-04-20,2023-11-17,2,2,nao,nao
CLAUDIO ROBERTO MENDONCA SCHIPHORST,CLAUDIO ROBERTO MENDONÇA SCHIPHORST,3,1,2,1,2023-02-07,2023-09-01,3,1,sim,sim
CLAUDIO ROBERTO NUNES VIEIRA SILVA,CLAUDIO ROBERTO NUNES VIEIRA SILVA,1,0,1,0,2021-12-27,2021-12-27,1,0,nao,nao
CLAUDIO ROBERTO PAZ LIMA,CLAUDIO ROBERTO PAZ LIMA,2,1,1,0,2023-12-01,2024-04-03,1,0,sim,nao
CLAUDIO ROBERTO PRADO ALMEIDA DA SILVA,CLAUDIO ROBERTO PRADO ALMEIDA DA SILVA,2,1,1,0,2021-06-15,2021-09-01,2,0,sim,nao
CLAUDIO ROBSON SARMANHO MOREIRA,CLAUDIO ROBSON SARMANHO MOREIRA,2,1,1,0,2024-01-17,2024-07-01,1,0,sim,nao
CLAUDIO RODRIGUES DOS SANTOS,CLAUDIO RODRIGUES DOS SANTOS,1,1,0,0,2025-09-22,2025-09-22,1,1,nao,nao
